ID	Level	Desc	IsMobile
17384	1	<text>text="释放“合璧知意·悟”/“霜天剑泠·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17385	1	<text>text="释放“合璧知意·悟”/“霜天剑泠·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17386	1	<text>text="“回雪飘摇·悟”/“上元点鬟·悟”疗伤提高2%" font=101 </text>	1
17387	1	<text>text="“回雪飘摇·悟”/“上元点鬟·悟”会心几率提高3%" font=101 </text>	1
17388	1	<text>text="“风袖低昂·悟”/“九微飞花·悟”调息时间降低8秒" font=101 </text>	1
17389	1	<text>text="释放“对阵招式”后有一定几率使“风袖低昂·悟”/“九微飞花·悟”调息时间降低1秒" font=101 </text>	1
17390	1	<text>text="释放“风袖低昂·悟”/“九微飞花·悟”后自身疗伤提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17391	1	<text>text="释放“风袖低昂·悟”/“九微飞花·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17392	1	<text>text="“力破万钧·悟”/“破重围·悟”调息时间降低8秒" font=101 </text>	1
17393	1	<text>text="释放“力破万钧·悟”/“破重围·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17394	1	<text>text="释放“对阵招式”后有一定几率使“力破万钧·悟”/“破重围·悟”调息时间降低1秒" font=101 </text>	1
17395	1	<text>text="“穿云·悟”/“雷行·悟”威胁值提高5%" font=101 </text>	1
17396	1	<text>text="“穿云·悟”/“雷行·悟”威胁值提高5%" font=101 </text>	1
17397	1	<text>text="释放“力破万钧·悟”/“号令三军·悟”后自身招式威胁值提高18%、伤害提高8%，持续30秒（名剑大会不生效）" font=101 </text>	1
17398	1	<text>text="释放“对阵招式”后有一定几率使“力破万钧·悟”/“号令三军·悟”调息时间降低1秒" font=101 </text>	1
17399	1	<text>text="“快雪时晴·悟”/“阳明指·悟”伤害提高2%" font=101 </text>	1
17400	1	<text>text="“快雪时晴·悟”/“阳明指·悟”会心几率提高3%" font=101 </text>	1
17401	1	<text>text="“水月无间·悟”/“乱洒青荷·悟”调息时间降低8秒" font=101 </text>	1
17402	1	<text>text="释放“水月无间·悟”/“乱洒青荷·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17403	1	<text>text="释放“对阵招式”后有一定几率使“水月无间·悟”/“乱洒青荷·悟”调息时间降低1秒" font=101 </text>	1
17404	1	<text>text="“握针·悟”/“提针·悟”疗伤提高2%" font=101 </text>	1
17405	1	<text>text="“握针·悟”/“提针·悟”会心几率提高3%" font=101 </text>	1
17406	1	<text>text="“大针·悟”/“折叶笼花·悟”调息时间降低8秒" font=101 </text>	1
17407	1	<text>text="释放“大针·悟”/“折叶笼花·悟”后自身疗伤提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17408	1	<text>text="释放“对阵招式”后有一定几率使“大针·悟”/“折叶笼花·悟”调息时间降低1秒" font=101 </text>	1
17409	1	<text>text="“击水三千·悟”/“木落雁归·悟”伤害提高2%" font=101 </text>	1
17410	1	<text>text="“击水三千·悟”/“木落雁归·悟”会心几率提高3%" font=101 </text>	1
17411	1	<text>text="“澹然若海·悟”/“飞倾列缺·悟”调息时间降低8秒" font=101 </text>	1
17412	1	<text>text="释放“澹然若海·悟”/“飞倾列缺·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17413	1	<text>text="释放“对阵招式”后有一定几率使“澹然若海·悟”/“飞倾列缺·悟”调息时间降低1秒" font=101 </text>	1
17414	1	<text>text="“三星临·悟”/“天斗旋·悟”伤害提高2%" font=101 </text>	1
17415	1	<text>text="“三星临·悟”/“天斗旋·悟”会心几率提高3%" font=101 </text>	1
17416	1	<text>text="“列宿游·悟”/“鬼星开穴·悟”调息时间降低8秒" font=101 </text>	1
17417	1	<text>text="释放“列宿游·悟”/“鬼星开穴·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17418	1	<text>text="释放“对阵招式”后有一定几率使“列宿游·悟”/“鬼星开穴·悟”调息时间降低1秒" font=101 </text>	1
17419	1	<text>text="释放“力破万钧·悟”/“破重围·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17420	1	<text>text="释放“力破万钧·悟”/“号令三军·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17421	1	<text>text="释放“气破鸿蒙 ·悟”/“镇山河·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17422	1	<text>text="释放“行剑千风·悟”/“乾坤剑来·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17423	1	<text>text="释放“醍醐灌顶·悟”/“金刚日轮阵·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17424	1	<text>text="释放“醍醐灌顶·悟”/“舍身弘法·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17425	1	<text>text="释放“列宿游·悟”/“鬼星开穴·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17426	1	<text>text="释放“澹然若海·悟”/“飞倾列缺·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17427	1	<text>text="释放“水月无间·悟”/“乱洒青荷·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17428	1	<text>text="释放“大针·悟”/“折叶笼花·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17429	1	<text>text="“蚀肌弹·悟”/“天女散花·悟”伤害提高2%" font=101 </text>	1
17430	1	<text>text="“蚀肌弹·悟”/“天女散花·悟”会心几率提高3%" font=101 </text>	1
17431	1	<text>text="“鬼斧千机·悟”/“暴雨夺命针·悟”调息时间降低8秒" font=101 </text>	1
17432	1	<text>text="释放“鬼斧千机·悟”/“暴雨梨花针·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17433	1	<text>text="释放“对阵招式”后有一定几率使“鬼斧千机·悟”/“暴雨梨花针·悟”调息时间降低1秒" font=101 </text>	1
17434	1	<text>text="释放“鬼斧千机·悟”/“暴雨梨花针·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17435	1	<text>text="“夺魄箭·悟”/“罡风镖·悟”伤害提高2%" font=101 </text>	1
17436	1	<text>text="“夺魄箭·悟”/“罡风镖·悟”会心几率提高3%" font=101 </text>	1
17437	1	<text>text="“百里追魂·悟”/“流火连星·悟”调息时间降低8秒" font=101 </text>	1
17438	1	<text>text="释放“百里追魂·悟”/“流火连星·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17439	1	<text>text="释放“对阵招式”后有一定几率使“百里追魂·悟”/“流火连星·悟”调息时间降低1秒" font=101 </text>	1
17440	1	<text>text="释放“百里追魂·悟”/“流火连星·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17441	1	<text>text="“拨狗朝天·悟”/“蛟龙翻江·悟”伤害提高2%" font=101 </text>	1
17442	1	<text>text="“拨狗朝天·悟”/“蛟龙翻江·悟”会心几率提高3%" font=101 </text>	1
17443	1	<text>text="“神龙降世·悟”/“天下无狗·悟”调息时间降低8秒" font=101 </text>	1
17444	1	<text>text="释放“神龙降世·悟”/“天下无狗·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17445	1	<text>text="释放“对阵招式”后有一定几率使“神龙降世·悟”/“天下无狗·悟”调息时间降低1秒" font=101 </text>	1
17446	1	<text>text="释放“神龙降世·悟”/“天下无狗·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17447	1	<text>text="“盾刀·悟”/“盾击·悟”伤害提高2%" font=101 </text>	1
17448	1	<text>text="“盾刀·悟”/“盾击·悟”会心几率提高3%" font=101 </text>	1
17449	1	<text>text="“阵云结晦·悟”/“矢尽兵穷·悟”调息时间降低8秒" font=101 </text>	1
17450	1	<text>text="释放“阵云结晦·悟”/“矢尽兵穷·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17451	1	<text>text="释放“对阵招式”后有一定几率使“阵云结晦·悟”/“矢尽兵穷·悟”调息时间降低1秒" font=101 </text>	1
17452	1	<text>text="释放“阵云结晦·悟”/“矢尽兵穷·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17453	1	<text>text="“盾刀·悟”/“盾击·悟”威胁值提高5%" font=101 </text>	1
17454	1	<text>text="“盾刀·悟”/“盾击·悟”威胁值提高5%" font=101 </text>	1
17455	1	<text>text="释放“寒啸千军·悟”/“阵云结晦·悟”后自身招式威胁值提高18%、伤害提高8%，持续30秒（名剑大会不生效）" font=101 </text>	1
17456	1	<text>text="释放“对阵招式”后有一定几率使“寒啸千军·悟”/“阵云结晦·悟”调息时间降低1秒" font=101 </text>	1
17457	1	<text>text="释放“寒啸千军·悟”/“阵云结晦·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17458	1	<text>text="“钩吻断肠·悟”/“飞叶满襟·悟”伤害提高2%" font=101 </text>	1
17459	1	<text>text="“钩吻断肠·悟”/“飞叶满襟·悟”会心几率提高3%" font=101 </text>	1
17460	1	<text>text="“苍棘缚地·悟”/“逐云寒蕊·悟”调息时间降低8秒" font=101 </text>	1
17461	1	<text>text="释放“苍棘缚地·悟”/“逐云寒蕊·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17462	1	<text>text="释放“对阵招式”后有一定几率使“苍棘缚地·悟”/“逐云寒蕊·悟”调息时间降低1秒" font=101 </text>	1
17463	1	<text>text="释放“苍棘缚地·悟”/“逐云寒蕊·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17464	1	<text>text="“白芷含芳·悟”/“银光照雪·悟”疗伤提高2%" font=101 </text>	1
17465	1	<text>text="“白芷含芳·悟”/“银光照雪·悟”会心几率提高3%" font=101 </text>	1
17466	1	<text>text="“青川濯莲·悟”/“逐云寒蕊·悟”调息时间降低8秒" font=101 </text>	1
17467	1	<text>text="释放“青川濯莲·悟”/“逐云寒蕊·悟”后自身疗伤提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17468	1	<text>text="释放“对阵招式”后有一定几率使“青川濯莲·悟”/“逐云寒蕊·悟”调息时间降低1秒" font=101 </text>	1
17469	1	<text>text="释放“青川濯莲·悟”/“逐云寒蕊·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17470	1	<text>text="“劲风簇·悟”/“霖集簇·悟”伤害提高2%" font=101 </text>	1
17471	1	<text>text="“劲风簇·悟”/“霖集簇·悟”会心几率提高3%" font=101 </text>	1
17472	1	<text>text="“白虹贯日·悟”/“归平野·悟”调息时间降低8秒" font=101 </text>	1
17473	1	<text>text="释放“白虹贯日·悟”/“归平野·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17474	1	<text>text="释放“对阵招式”后有一定几率使“白虹贯日·悟”/“归平野·悟”调息时间降低1秒" font=101 </text>	1
17475	1	<text>text="释放“白虹贯日·悟”/“归平野·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17511	1	<text>text="“一阳指·悟”/“空蒙扇·悟”伤害提高2%" font=101 </text>	1
17512	1	<text>text="释放“一阳化生·悟”/“抟风令·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17513	1	<text>text="释放“对阵招式”后有一定几率使“一阳化生·悟”/“抟风令·悟”调息时间降低1秒" font=101 </text>	1
17514	1	<text>text="“一阳指·悟”/“空蒙扇·悟”会心几率提高3%" font=101 </text>	1
17515	1	<text>text="“一阳化生·悟”/“抟风令·悟”调息时间降低8秒" font=101 </text>	1
17558	1	<text>text="“挑丝·悟”/“勾线·悟”伤害提高2%" font=101 </text>	1
17559	1	<text>text="释放“障幕虚影·悟”/“锁南枝·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17560	1	<text>text="释放“对阵招式”后有一定几率使“障幕虚影·悟”/“锁南枝·悟”调息时间降低1秒" font=101 </text>	1
17561	1	<text>text="“挑丝·悟”/“勾线·悟”会心几率提高3%" font=101 </text>	1
17562	1	<text>text="“障幕虚影·悟”/“锁南枝·悟”调息时间降低8秒" font=101 </text>	1
