ID	Level	TypeID	SkillID	IconID	Name	Desc	BindSkillID	TrainCost	ShowNewRecipeTip	nPriority	nShowAppendSkillID	nTeachPriority
458	1	2	1	1869	《点穴截脉·商阳指》注解断篇	施展招式的消耗降低5%。		2100	0			5
459	1	2	1	1869	《点穴截脉·商阳指》注解绝章	施展招式的消耗降低10%。		3600	0			5
460	1	10	180	1877	《点穴截脉·商阳指》手抄残页	招式效果持续时间增加3秒。		6000	0			5
461	1	9	180	1876	《点穴截脉·商阳指》真传残页	招式的有效距离增加4尺。		5700	0			5
462	1	8	1	1875	《点穴截脉·商阳指》人偶图残页	每累计3跳使下一个“阳明指”无需运功，持续30秒，可叠加3层。		3600	0			
463	1	8	1	1875	《点穴截脉·商阳指》人偶图断篇	招式附加噬骨不利气劲，每层受混元性内功伤害提高2%，持续15秒，最多叠加5层。		4800	0			
464	1	3	184	1870	《点穴截脉·少明指》经脉图残页	运功时间减少0.125秒。		19500	0			
465	1	3	184	1870	《点穴截脉·少明指》经脉图断篇	运功时间减少0.125秒。		10800	0			
466	1	9	184	1876	《点穴截脉·少明指》真传残页	招式的有效距离增加2尺。		3000	0			
467	1	9	184	1876	《点穴截脉·少明指》真传断篇	招式的有效距离增加2尺。		3600	0			
468	1	9	184	1876	《点穴截脉·少明指》真传绝章	招式的有效距离增加2尺。		3600	0			
469	1	6	184	1873	《点穴截脉·少明指》参悟残页	伤害提高20%。		2100	0			
470	1	6	184	1873	《点穴截脉·少明指》参悟断篇	伤害提高30%。		4500	0			
471	1	8	184	1875	《点穴截脉·少明指》人偶图残页	能卸除目标额外一个阳性内功气劲。		11400	0			
472	1	3	138	1870	《太素九针·提针》经脉图残页	运功时间减少0.25秒。		20100	0			5
473	1	3	138	1870	《太素九针·提针》经脉图断篇	运功时间减少0.25秒。		23400	0			5
474	1	2	1	1869	《太素九针·提针》注解残页	施展招式的消耗降低5%。		6900	0			
475	1	2	1	1869	《太素九针·提针》注解断篇	施展招式的消耗降低10%。		7500	0			
476	1	9	138	1876	《太素九针·提针》真传残页	招式的有效距离增加4尺。		12300	0			
477	1	8	138	1875	《太素九针·提针》人偶图残页	疗伤成效提高4%。		18300	0			
478	1	8	138	1875	《太素九针·提针》人偶图断篇	疗伤成效提高5%。		23400	0			5
478	2	0	0	0	测试	测试	0	-60	0	0		
479	1	1	1	1868	《养心诀·星楼月影》穴位图残页	调息时间减少3秒。		18900	0			
480	1	1	1	1868	《养心诀·星楼月影》穴位图断篇	调息时间减少3秒。		23400	0			
481	1	2	1	1869	《养心诀·星楼月影》注解残页	施展招式的消耗降低10%。		6900	0			
482	1	2	1	1869	《养心诀·星楼月影》注解断篇	施展招式的消耗降低15%。		7500	0			
483	1	2	1	1869	《养心诀·星楼月影》注解绝章	施展招式的消耗降低20%。		9300	0			
484	1	8	100	1875	《养心诀·星楼月影》人偶图残页	招式附加气血恢复，持续9秒。		20100	0			
485	1	8	100	1875	《养心诀·星楼月影》人偶图断篇	招式附加受到的伤害降低30%，持续3秒。		23400	0			
486	1	3	179	1870	《点穴截脉·阳明指》经脉图残页	运功时间减少0.125秒。		23400	0			
487	1	3	179	1870	《点穴截脉·阳明指》经脉图断篇	运功时间减少0.125秒。		23400	0			
488	1	2	1	1869	《点穴截脉·阳明指》注解残页	施展招式的消耗降低5%。		6900	0			
489	1	2	1	1869	《点穴截脉·阳明指》注解断篇	施展招式的消耗降低10%。		6900	0			
490	1	5	179	1872	《点穴截脉·阳明指》秘诀残页	会心提高2%。		7800	0			5
491	1	5	179	1872	《点穴截脉·阳明指》秘诀断篇	会心提高3%。		14100	0			5
492	1	6	179	1873	《点穴截脉·阳明指》参悟残页	伤害提高3%。		8100	0			5
493	1	6	179	1873	《点穴截脉·阳明指》参悟断篇	伤害提高4%。		15600	0			5
494	1	3	189	1870	《百花拂穴手·钟林毓秀》经脉图残页	运功时间减少0.125秒。		16200	0			5
495	1	3	189	1870	《百花拂穴手·钟林毓秀》经脉图断篇	运功时间减少0.125秒。		19800	0			5
496	1	3	189	1870	《百花拂穴手·钟林毓秀》经脉图绝章	运功时间减少0.5秒。		23400	0			5
497	1	2	1	1869	《百花拂穴手·钟林毓秀》注解残页	施展招式的消耗降低5%。		7500	0			
498	1	2	1	1869	《百花拂穴手·钟林毓秀》注解断篇	施展招式的消耗降低10%。		10500	0			
499	1	10	189	1877	《百花拂穴手·钟林毓秀》手抄残页	招式效果持续时间增加3秒。		18900	0			5
500	1	8	1	1875	《百花拂穴手·钟林毓秀》人偶图残页	招式附加噬骨不利气劲，每层受混元性内功伤害提高2%，持续15秒，最多叠加5层。		16500	0			
501	1	8	1	1875	《百花拂穴手·钟林毓秀》人偶图断篇	招式附加噬骨不利气劲，每层受混元性内功伤害提高2%，持续15秒，最多叠加5层。		23400	0			
502	1	0	0	0	测试	测试			0			
507	1	6	1	1840	《猿公剑法·剑主天地》参悟绝章	伤害提高5%。		8700	0			
511	1		0	0	《羽林枪法·龙牙》参悟绝章	伤害提高5%。			0			
543	1	0	0	0	藏剑场景教学_霞流宝石	测试			0			
545	1	5	1578	2560	《秀水剑法·平湖断月》秘诀残页	会心提高2%。		2700	0			
546	1	6	1578	2561	《秀水剑法·平湖断月》参悟残页	伤害提高3%。		3000	0			
547	1	6	1578	2561	《秀水剑法·平湖断月》参悟断篇	伤害提高4%。		3300	0			5
548	1	6	1578	2561	《秀水剑法·平湖断月》参悟绝章	伤害提高5%。		5400	0			5
549	1	9	1578	2564	《秀水剑法·平湖断月》真传残页	招式的有效距离增加1尺。		5700	0			
550	1	8	1578	2563	《秀水剑法·平湖断月》人偶图残页	命中运功中的目标，使其眩晕4秒并打断目标运功。		6900	0			5
551	1	8	1	2563	《秀水剑法·平湖断月》人偶图断篇	招式额外获得9点剑气。		7500	0			5
552	1	5	1581	2560	《秀水剑法·黄龙吐翠》秘诀残页	会心提高2%。		3000	0			
553	1	5	1581	2560	《秀水剑法·黄龙吐翠》秘诀断篇	会心提高3%。		3300	0			
554	1	5	1581	2560	《秀水剑法·黄龙吐翠》秘诀绝章	会心提高4%。		4800	0			5
555	1	6	1581	2561	《秀水剑法·黄龙吐翠》参悟残页	伤害提高3%。		4200	0			
556	1	6	1581	2561	《秀水剑法·黄龙吐翠》参悟断篇	伤害提高4%。		5100	0			
557	1	6	1581	2561	《秀水剑法·黄龙吐翠》参悟绝章	伤害提高5%。		5400	0			5
558	1	8	1	2563	《秀水剑法·黄龙吐翠》人偶图残页	招式额外获得4点剑气。		9600	0			5
559	1	8	1	2563	《秀水剑法·黄龙吐翠》人偶图断篇	招式额外获得6点剑气。		8400	0			5
560	1	5	1579	2560	《秀水剑法·九溪弥烟》秘诀残页	会心提高2%。		9300	0			
561	1	5	1579	2560	《秀水剑法·九溪弥烟》秘诀断篇	会心提高3%。		8100	0			
562	1	6	1579	2561	《秀水剑法·九溪弥烟》参悟残页	伤害提高3%。		7800	0			
563	1	6	1579	2561	《秀水剑法·九溪弥烟》参悟断篇	伤害提高4%。		8400	0			
564	1	6	1579	2561	《秀水剑法·九溪弥烟》参悟绝章	伤害提高5%。		11400	0			
565	1	9	1579	2564	《秀水剑法·九溪弥烟》真传残页	招式的有效范围增加1尺。		9300	0			
566	1	9	1579	2564	《秀水剑法·九溪弥烟》真传断篇	招式的有效范围增加1尺。		17100	0			
567	1	3	1593	2558	《灵峰剑式·云飞玉皇》经脉图残页	运功时间减少0.25秒。		23400	0			5
568	1	3	1593	2558	《灵峰剑式·云飞玉皇》经脉图断篇	运功时间减少0.25秒。		23400	0			5
569	1	6	1593	2561	《灵峰剑式·云飞玉皇》参悟残页	伤害提高2%。		8100	0			
570	1	6	1593	2561	《灵峰剑式·云飞玉皇》参悟断篇	伤害提高3%。		8400	0			
571	1	6	1593	2561	《灵峰剑式·云飞玉皇》参悟绝章	伤害提高4%。		14100	0			5
572	1	7	1593	2562	《灵峰剑式·云飞玉皇》详解残页	命中提高1%。		9300	0			
573	1	7	1593	2562	《灵峰剑式·云飞玉皇》详解断篇	命中提高2%。		12300	0			
574	1	5	1593	2560	《灵峰剑式·云飞玉皇》秘诀残页	会心提高3%。		8700	0			5
575	1	3	1600	2558	《灵峰剑式·夕照雷峰》经脉图残页	运功时间减少0.125秒。		18900	0			5
576	1	3	1600	2558	《灵峰剑式·夕照雷峰》经脉图断篇	运功时间减少0.125秒。		23400	0			5
577	1	7	1600	2562	《灵峰剑式·夕照雷峰》详解残页	命中提高1%。		13200	0			
578	1	7	1600	2562	《灵峰剑式·夕照雷峰》详解断篇	命中提高2%。		11700	0			
579	1	6	1600	2561	《灵峰剑式·夕照雷峰》参悟残页	伤害提高2%。		9600	0			
580	1	6	1600	2561	《灵峰剑式·夕照雷峰》参悟断篇	伤害提高3%。		12300	0			
581	1	6	1600	2561	《灵峰剑式·夕照雷峰》参悟绝章	伤害提高4%。		11700	0			5
582	1	5	1600	2560	《灵峰剑式·夕照雷峰》秘诀残页	会心提高3%。		9900	0			5
583	1	6	1645	2561	《灵峰剑式·风来吴山》参悟残页	伤害提高2%。		2400	0			5
584	1	6	1645	2561	《灵峰剑式·风来吴山》参悟断篇	伤害提高3%。		3000	0			5
585	1	6	1645	2561	《灵峰剑式·风来吴山》参悟绝章	伤害提高4%。		4200	0			5
586	1	8	1645	2563	《灵峰剑式·风来吴山》人偶图残页	招式附加目标减速效果，持续3秒。		14100	0			
587	1	8	1645	2563	《灵峰剑式·风来吴山》人偶图断篇	招式附加提高自身移速效果，持续5秒。		11400	0			
588	1	5	1645	2560	《灵峰剑式·风来吴山》秘诀残页	会心提高2%。		2400	0			
589	1	5	1645	2560	《灵峰剑式·风来吴山》秘诀断篇	会心提高3%。		2100	0			5
590	1	1	1	2556	《君子风·听雷》穴位图残页	调息时间减少0.25秒。		3900	0			
591	1	1	1	2556	《君子风·听雷》穴位图断篇	调息时间减少0.25秒。		8400	0			
592	1	7	1	2562	《君子风·听雷》详解残页	命中提高1%。		2700	0			
593	1	8	1646	2562	《君子风·听雷》人偶图残页	问水诀下内功施展额外获得15点剑气。		3600	0			
594	1	5	1646	2560	《君子风·听雷》秘诀残页	会心提高2%。		2400	0			
595	1	5	1646	2560	《君子风·听雷》秘诀断篇	会心提高3%。		4200	0			5
596	1	6	1646	2561	《君子风·听雷》参悟残页	伤害提高3%。		2400	0			5
597	1	6	1646	2561	《君子风·听雷》参悟断篇	伤害提高4%。		3300	0			5
598	1	6	1646	2561	《君子风·听雷》参悟绝章	伤害提高5%。		3300	0			5
599	1	5	1651	2560	《君子风·断潮》秘诀残页	会心提高2%。		2700	0			
600	1	5	1651	2560	《君子风·断潮》秘诀断篇	会心提高3%。		4500	0			
601	1	5	1651	2560	《君子风·断潮》秘诀绝章	会心提高4%。		3600	0			
602	1	6	1651	2561	《君子风·断潮》参悟残页	伤害提高3%。		3000	0			
603	1	6	1651	2561	《君子风·断潮》参悟断篇	伤害提高4%。		3600	0			
604	1	6	1651	2561	《君子风·断潮》参悟绝章	伤害提高5%。		4500	0			
605	1	8	1656	2563	《君子风·啸日》人偶图残页	施展招式获得10点剑气。		15900	0			5
606	1	8	1656	2563	《君子风·啸日》人偶图断篇	招式附加卸除自身点穴不利效果。		23400	0			
607	1	8	1656	2563	《君子风·啸日》人偶图绝章	招式附加卸除自身混元性不利效果。		23400	0			
608	1	10	1656	2556	《君子风·啸日》手抄残页	招式附加效果持续时间增加0.5秒。		18300	0			5
609	1	10	1656	2556	《君子风·啸日》手抄断篇	招式附加效果持续时间增加0.5秒。		17400	0			5
610	1	10	1656	2556	《君子风·啸日》手抄绝章	招式附加效果持续时间增加0.5秒。		23400	0			5
611	1	1	1664	2556	《西子情·雪断桥》穴位图残页	调息时间减少10秒。		7200	0			
612	1	1	1664	2556	《西子情·雪断桥》穴位图断篇	调息时间减少10秒。		7200	0			
613	1	1	1664	2556	《西子情·雪断桥》穴位图绝章	调息时间减少10秒。		7200	0			
614	1	8	1664	2563	《西子情·雪断桥》人偶图残页	招式额外获得10点剑气。		4800	0			
615	1	8	1664	2563	《西子情·雪断桥》人偶图断篇	招式额外获得10点剑气。		14100	0			
616	1	8	1664	2563	《西子情·雪断桥》人偶图绝章	招式额外获得10点剑气。		14400	0			
617	1	1	1	2556	《西子情·风吹荷》穴位图残页	调息时间减少1秒。		4800	0			
618	1	1	1	2556	《西子情·风吹荷》穴位图断篇	调息时间减少2秒。		5400	0			
619	1	1	1	2556	《西子情·风吹荷》穴位图绝章	调息时间减少2秒。		5400	0			
620	1	8	1	2565	《西子情·风吹荷》人偶图残页	效果期间成功闪避后获得10点剑气。		3300	0			
621	1	7	1	2562	《西子情·风吹荷》详解残页	命中提高1%。		1500	0			
622	1	7	1	2562	《西子情·风吹荷》详解断篇	命中提高2%。		2100	0			
623	1	9	1	2564	《西子情·风吹荷》真传残页	招式的有效距离增加1尺。		1200	0			
624	1	9	1	2564	《西子情·风吹荷》真传断篇	招式的有效距离增加1尺。		1800	0			
625	1	9	1	2564	《西子情·风吹荷》真传绝章	招式的有效距离增加1尺。		2400	0			
626	1	1	1668	2556	《西子情·云栖松》穴位图残页	调息时间减少10秒。		4800	0			5
627	1	1	1668	2556	《西子情·云栖松》穴位图断篇	调息时间减少10秒。		4800	0			5
628	1	10	1668	2565	《西子情·云栖松》手抄残页	招式闪躲效果持续时间增加4秒。		4500	0			
629	1	10	1	2565	《西子情·云栖松》手抄断篇	招式闪躲效果持续时间增加2秒。		8100	0			5
630	1	8	1668	2563	《西子情·云栖松》人偶图绝章	调息时间降低 20 秒，不再获得闪避效果，可在基础调息期间施展，施展后立即回复 30 点剑气且自身每秒回复3点剑气持续6秒。		5700	0			5
631	1	8	1668	2563	《西子情·云栖松》人偶图残页	卸除自身阳性、混元性、阴性、毒性不利效果各两个。		12300	0			
632	1	8	1668	2563	《西子情·云栖松》人偶图断篇	招式附加气血恢复，持续5秒。		15900	0			
639	1	1	0	0	七秀PVP套装效果	绛唇珠袖调息时间减少10s			0			
640	1	1	0	0	少林PVP套装效果	捉影式的调息时间减少3秒			0			
641	1	1	0	0	天策PVP套装效果	突的调息时间减少3秒			0			
642	1	1	0	0	万花PVP套装效果	水月无间的调息时间减少6秒			0			
644	1	1	0	0	藏剑PVP套装效果	醉月减1sCD			0			
645	1	1	0	0	纯阳PVP套装效果	“人剑合一”招式调息时间减少1秒			0			
646	1	1	0	0	纯阳PVP套装效果	“生太极”招式调息时间减少1秒			0			
647	1	7	34	1885	《防身武艺·虹气长空》详解残页	命中提高1%。		2100	0			
648	1	7	34	1885	《防身武艺·虹气长空》详解断篇	命中提高2%。		2400	0			
649	1	7	34	1885	《防身武艺·虹气长空》详解绝章	命中提高3%。		2700	0			
718	1	1	2235	2716	《补天心经·千蝶吐瑞》穴位图残页	调息时间减少10秒。		8400	0			5
719	1	1	2235	2716	《补天心经·千蝶吐瑞》穴位图断篇	调息时间减少10秒。		8400	0			5
720	1	2	1	2717	《补天心经·千蝶吐瑞》注解残页	施展招式的消耗降低5%。		2400	0			
721	1	2	1	2717	《补天心经·千蝶吐瑞》注解断篇	施展招式的消耗降低10%。		2700	0			
722	1	1	2235	2716	《补天心经·千蝶吐瑞》穴位图绝章	调息时间减少10秒。		3300	0			5
723	1	8	2235	2723	《补天心经·千蝶吐瑞》人偶图残页	疗伤成效提高4%。		8700	0			
724	1	8	2235	2723	《补天心经·千蝶吐瑞》人偶图断篇	疗伤成效提高5%。		8700	0			5
725	1	6	2214	2721	《引魂蛊术·夺命蛊》参悟残页	伤害提高10%。		4200	0			
726	1	6	2214	2721	《引魂蛊术·夺命蛊》参悟断篇	伤害提高10%。		4200	0			
727	1	6	2214	2721	《引魂蛊术·夺命蛊》参悟绝章	伤害提高10%。		5700	0			
728	1	2	2214	2717	《引魂蛊术·夺命蛊》注解残页	施展招式的消耗降低5%。		3900	0			
729	1	2	2214	2717	《引魂蛊术·夺命蛊》注解断篇	施展招式的消耗降低10%。		2700	0			
730	1	9	2214	2724	《引魂蛊术·夺命蛊》真传残页	招式的有效距离增加1尺。		4200	0			
731	1	9	2214	2724	《引魂蛊术·夺命蛊》真传断篇	招式的有效距离增加2尺。		4200	0			
732	1	1	1	2716	《驭虫奇术·蛊虫献祭》穴位图残页	调息时间减少2秒。		21900	0			5
733	1	1	1	2716	《驭虫奇术·蛊虫献祭》穴位图断篇	调息时间减少3秒。		18300	0			5
734	1	2	1	2717	《驭虫奇术·蛊虫献祭》注解残页	施展招式的消耗降低5%。		6900	0			
735	1	2	1	2717	《驭虫奇术·蛊虫献祭》注解断篇	施展招式的消耗降低5%。		7500	0			
736	1	2	1	2717	《驭虫奇术·蛊虫献祭》注解绝章	施展招式的消耗降低10%。		6300	0			
737	1	8	2226	2723	《驭虫奇术·蛊虫献祭》人偶图残页	招式附加气血恢复，持续9秒，最多叠加2层。		23400	0			5
738	1	8	2226	2723	《驭虫奇术·蛊虫献祭》人偶图断篇	招式附加气血恢复，持续9秒，最多叠加2层。		23400	0			5
739	1	3	2232	2718	《补天心经·冰蚕牵丝》经脉图残页	运功时间减少0.25秒。	2232	13500	0			5
740	1	8	2232	2723	《补天心经·冰蚕牵丝》人偶图绝章	宠物死亡后，将获得3层“蚕引”效果，使下一次“冰蚕牵丝”无需运功，治疗成效提高60%，“蚕引”效果最多存在4层。	2232	44400	0			5
741	1	2	1	2717	《补天心经·冰蚕牵丝》注解残页	施展招式的消耗降低5%。	2232	10200	0			
742	1	2	1	2717	《补天心经·冰蚕牵丝》注解断篇	施展招式的消耗降低10%。	2232	7200	0			
743	1	9	2232	2724	《补天心经·冰蚕牵丝》真传残页	招式的有效距离增加2尺。	2232	16500	0			4
744	1	8	2232	2723	《补天心经·冰蚕牵丝》人偶图残页	疗伤成效提高4%。	2232	11400	0	1		5
745	1	8	2232	2723	《补天心经·冰蚕牵丝》人偶图断篇	疗伤成效提高5%。	2232	23400	0	2		5
746	1	6	18584	2721	《引魂蛊术·灵蛊》参悟残页	伤害提高10%。		8400	0			5
747	1	6	18584	2721	《引魂蛊术·灵蛊》参悟断篇	伤害提高10%。		10800	0			5
748	1	6	18584	2721	《引魂蛊术·灵蛊》参悟绝章	伤害提高10%。		13200	0			5
749	1	2	1	2717	《引魂蛊术·灵蛊》注解残页	施展招式的消耗降低5%。		1800	0			
750	1	2	1	2717	《引魂蛊术·灵蛊》注解断篇	施展招式的消耗降低5%。		3900	0			
751	1	2	1	2717	《引魂蛊术·灵蛊》注解绝章	施展招式的消耗降低10%。		6000	0			
752	1	9	18584	2724	《引魂蛊术·灵蛊》真传残页	招式的有效距离增加1尺。		3900	0			4
753	1	9	18584	2724	《引魂蛊术·灵蛊》真传断篇	招式的有效距离增加2尺。		8400	0			5
754	1	6	2216	2721	《引魂蛊术·枯残蛊》参悟残页	伤害提高10%。		6000	0			
755	1	6	2216	2721	《引魂蛊术·枯残蛊》参悟断篇	伤害提高10%。		5100	0			
756	1	6	2216	2721	《引魂蛊术·枯残蛊》参悟绝章	伤害提高10%。		11100	0			
757	1	2	2216	2717	《引魂蛊术·枯残蛊》注解残页	施展招式的消耗降低5%。		2400	0			
758	1	2	2216	2717	《引魂蛊术·枯残蛊》注解断篇	施展招式的消耗降低5%。		3000	0			
759	1	2	2216	2717	《引魂蛊术·枯残蛊》注解绝章	施展招式的消耗降低10%。		3000	0			
760	1	9	2216	2724	《引魂蛊术·枯残蛊》真传残页	招式的有效距离增加1尺。		4200	0			
761	1	9	2216	2724	《引魂蛊术·枯残蛊》真传断篇	招式的有效距离增加2尺。		4200	0			
762	1	5	2211	2720	《千劫万毒手·蛇影》秘诀残页	会心提高2%。	2211	6300	0			4
763	1	5	2211	2720	《千劫万毒手·蛇影》秘诀断篇	会心提高3%。	2211	6300	0			4
764	1	5	2211	2720	《千劫万毒手·蛇影》秘诀绝章	会心提高4%。		9900	0			5
765	1	10	2211	2725	《千劫万毒手·蛇影》手抄残页	招式效果持续时间增加2秒。		8700	0			5
766	1	9	2211	2724	《千劫万毒手·蛇影》真传残页	招式的有效距离增加4尺。		10200	0			
767	1	6	2211	2721	《千劫万毒手·蛇影》参悟残页	伤害提高4%。		7200	0	1		5
768	1	6	2211	2721	《千劫万毒手·蛇影》参悟断篇	伤害提高5%。		8400	0	2		5
769	1	1	2212	2716	《千劫万毒手·百足》穴位图断篇	调息时间减少1秒。		6000	0	2		4
770	1	1	2212	2716	《千劫万毒手·百足》穴位图绝章	调息时间减少1秒。		5700	0	3		5
771	1	12	2212	2724	《千劫万毒手·百足》真传残页	招式的有效范围增加1尺。		3300	0			
772	1	12	2212	2724	《千劫万毒手·百足》真传断篇	招式的有效范围增加2尺。		3900	0			
773	1	6	2212	2721	《千劫万毒手·百足》参悟绝章	伤害提高10%。		3900	0	3		5
774	1	6	2212	2721	《千劫万毒手·百足》参悟残页	伤害提高5%。		3000	0	1		5
775	1	6	2212	2721	《千劫万毒手·百足》参悟断篇	伤害提高10%。		2700	0	2		5
776	1	1	2212	2716	《千劫万毒手·百足》穴位图残页	调息时间减少1秒。		10200	0	1		3
777	1	12	2233	2724	《补天心经·醉舞九天》真传断篇	招式的有效范围增加2尺。		13800	0	2		5
778	1	8	2233	2723	《补天心经·醉舞九天》人偶图绝章	疗伤成效提高6%。		21600	0	3		5
779	1	2	1	2717	《补天心经·醉舞九天》注解残页	施展招式的消耗降低5%。		6300	0			
780	1	2	1	2717	《补天心经·醉舞九天》注解断篇	施展招式的消耗降低10%。		6300	0			
781	1	12	2233	2724	《补天心经·醉舞九天》真传残页	招式的有效范围增加2尺。		10200	0	1		5
782	1	8	2233	2723	《补天心经·醉舞九天》人偶图残页	疗伤成效提高4%。		9000	0	1		
783	1	8	2233	2723	《补天心经·醉舞九天》人偶图断篇	疗伤成效提高5%。		23400	0	2		5
784	1	1	2220	2716	《引魂蛊术·凤凰蛊》穴位图残页	调息时间减少120秒。		7500	0			5
785	1	1	2220	2716	《引魂蛊术·凤凰蛊》穴位图断篇	调息时间减少180秒。		13500	0			5
786	1	2	1	2717	《引魂蛊术·凤凰蛊》注解残页	施展招式的消耗降低10%。		2100	0			
787	1	2	1	2717	《引魂蛊术·凤凰蛊》注解断篇	施展招式的消耗降低15%。		2100	0			
788	1	2	1	2717	《引魂蛊术·凤凰蛊》注解绝章	施展招式的消耗降低20%。		2100	0			
789	1	8	2220	2723	《引魂蛊术·凤凰蛊》人偶图残页	招式附加目标重伤原地起身后最大气血值提高，持续20秒。		7800	0			5
790	1	8	2220	2723	《引魂蛊术·凤凰蛊》人偶图断篇	目标重伤原地起身后不受伤害，持续2秒。		7800	0			5
791	1	3	2209	2718	《千劫万毒手·蝎心》经脉图残页	运功时间减少0.125秒。	2209	19200	0			5
792	1	3	2209	2718	《千劫万毒手·蝎心》经脉图断篇	运功时间减少0.125秒。	2209	14100	0			5
793	1	2	1	2717	《千劫万毒手·蝎心》注解残页	施展招式的消耗降低10%。	2209	8400	0			
794	1	5	2209	2720	《千劫万毒手·蝎心》秘诀残页	会心提高2%。	2209	8400	0			4
795	1	5	2209	2720	《千劫万毒手·蝎心》秘诀断篇	会心提高3%。	2209	9300	0			5
796	1	6	2209	2721	《千劫万毒手·蝎心》参悟残页	伤害提高3%。	2209	9300	0			4
797	1	6	2209	2721	《千劫万毒手·蝎心》参悟断篇	伤害提高4%。	2209	10800	0			5
798	1	1	2230	2716	《补天心经·女娲补天》穴位图残页	调息时间减少1秒。		5400	0			5
799	1	1	2230	2716	《补天心经·女娲补天》穴位图断篇	调息时间减少2秒。		9000	0			5
800	1	1	2230	2716	《补天心经·女娲补天》穴位图绝章	调息时间减少3秒。		16500	0			5
801	1	10	2230	2725	《补天心经·女娲补天》手抄残页	招式效果持续时间增加3秒。		17100	0			5
802	1	2	1	2717	《补天心经·女娲补天》注解残页	施展招式的消耗降低10%。		6000	0			
803	1	2	1	2717	《补天心经·女娲补天》注解断篇	施展招式的消耗降低20%。		11100	0			
804	1	8	2230	2723	《补天心经·女娲补天》人偶图残页	移动速度提高10%。		3900	0			
805	1	8	2230	2723	《补天心经·女娲补天》人偶图断篇	移动速度提高10%。		9600	0			
810	1	1	0	0	五毒PVP套装属性	蛊虫献祭的调息时间减少2秒			0			
819	1	6	3087	3159	《乾坤一掷·化血镖》参悟残页	伤害提高3%。		2100	0			
820	1	6	3087	3159	《乾坤一掷·化血镖》参悟断篇	伤害提高4%。		2400	0			
822	1	9	3087	3162	《乾坤一掷·化血镖》真传残页	招式的有效距离增加1尺。		3000	0			
823	1	9	3087	3162	《乾坤一掷·化血镖》真传断篇	招式的有效距离增加1尺。		3600	0			
824	1	10	3087	3163	《乾坤一掷·化血镖》手抄残页	招式效果持续时间增加3秒。		9900	0			
825	1	8	1	3161	《九宫飞星·蚀肌弹》人偶图残页	招式附加噬心毒性不利气劲，每层受毒性内功伤害提高2%，持续21秒，最多叠加5层。		10800	0			
826	1	8	1	3161	《九宫飞星·蚀肌弹》人偶图断篇	招式附加噬心毒性不利气劲，每层受毒性内功伤害提高2%，持续21秒，最多叠加5层。		10800	0			
827	1	1	3091	3154	《乾坤一掷·孔雀翎》穴位图残页	调息时间减少1秒。		4800	0			5
828	1	1	3091	3154	《乾坤一掷·孔雀翎》穴位图断篇	调息时间减少1秒。		6600	0			5
829	1	1	3091	3154	《乾坤一掷·孔雀翎》穴位图绝章	调息时间减少1秒。		9000	0			5
830	1	9	3091	3162	《乾坤一掷·孔雀翎》真传残页	招式的有效距离增加1尺。		5700	0			
831	1	9	3091	3162	《乾坤一掷·孔雀翎》真传断篇	招式的有效距离增加1尺。		3600	0			
832	1	9	3091	3162	《乾坤一掷·孔雀翎》真传绝章	招式的有效距离增加1尺。		5100	0			5
833	1	10	3091	3163	《乾坤一掷·孔雀翎》手抄残页	招式效果持续时间增加2秒。		16200	0			
834	1	6	3093	3159	《乾坤一掷·暴雨梨花针》参悟残页	伤害提高3%。		7200	0			
835	1	6	3093	3159	《乾坤一掷·暴雨梨花针》参悟断篇	伤害提高4%。		6900	0			5
836	1	6	3093	3159	《乾坤一掷·暴雨梨花针》参悟绝章	伤害提高5%。		8100	0			5
837	1	5	3093	3158	《乾坤一掷·暴雨梨花针》秘诀残页	会心提高3%。		7800	0			
838	1	5	3093	3158	《乾坤一掷·暴雨梨花针》秘诀断篇	会心提高4%。		6900	0			5
840	1	7	3093	3160	《乾坤一掷·暴雨梨花针》详解残页	命中提高1%。		7200	0			
841	1	7	3093	3160	《乾坤一掷·暴雨梨花针》详解断篇	命中提高2%。		7500	0			
842	1	8	3093	3161	《乾坤一掷·暴雨梨花针》人偶图残页	招式附加气魄效果，每层元气和力道提高2%，持续30秒，最多叠加5层。		23400	0			5
843	1	3	3095	3156	《百步穿杨·夺魄箭》经脉图残页	运功时间减少0.125秒。		14700	0			5
844	1	3	3095	3156	《百步穿杨·夺魄箭》经脉图断篇	运功时间减少0.125秒。		23400	0			5
845	1	6	3095	3159	《百步穿杨·夺魄箭》参悟残页	伤害提高3%。		7200	0			
846	1	6	3095	3159	《百步穿杨·夺魄箭》参悟断篇	伤害提高4%。		9300	0			5
848	1	5	3095	3158	《百步穿杨·夺魄箭》秘诀残页	会心提高3%。		2700	0			
849	1	5	3095	3158	《百步穿杨·夺魄箭》秘诀断篇	会心提高4%。		9300	0			
850	1	5	3095	3158	《百步穿杨·夺魄箭》秘诀绝章	会心提高5%。		11400	0			5
851	1	1	3096	3154	《百步穿杨·追命箭》穴位图残页	调息时间减少1秒。		13200	0			
852	1	1	3096	3154	《百步穿杨·追命箭》穴位图断篇	调息时间减少1秒。		19800	0			4
853	1	6	3096	3159	《百步穿杨·追命箭》参悟残页	伤害提高3%。		8100	0			
854	1	6	3096	3159	《百步穿杨·追命箭》参悟断篇	伤害提高4%。		9000	0			
